technology,iea_region,year,capex_lo,capex_mid,capex_hi,fixed_om,efficiency,capacity_factor,unit
en_biomass_cofiring,ieapg_africa,2022,525.0,525.0,525.0,20.0,0.37,0.4,USD2022/kW
en_biomass_cofiring,ieapg_africa,2030,500.0,500.0,500.0,20.0,0.37,0.4,USD2022/kW
en_biomass_cofiring,ieapg_africa,2050,500.0,500.0,500.0,20.0,0.37,0.4,USD2022/kW
en_biomass_cofiring,ieapg_brazil,2022,550.0,550.0,550.0,20.0,0.37,0.7,USD2022/kW
en_biomass_cofiring,ieapg_brazil,2030,550.0,550.0,550.0,20.0,0.37,0.7,USD2022/kW
en_biomass_cofiring,ieapg_brazil,2050,525.0,525.0,525.0,20.0,0.37,0.7,USD2022/kW
en_biomass_cofiring,ieapg_china,2022,400.0,400.0,400.0,15.0,0.37,0.8,USD2022/kW
en_biomass_cofiring,ieapg_china,2030,400.0,400.0,400.0,15.0,0.37,0.8,USD2022/kW
en_biomass_cofiring,ieapg_china,2050,375.0,375.0,375.0,15.0,0.37,0.8,USD2022/kW
en_biomass_cofiring,ieapg_european_union,2022,600.0,600.0,600.0,25.0,0.37,0.6,USD2022/kW
en_biomass_cofiring,ieapg_european_union,2030,575.0,575.0,575.0,20.0,0.37,0.6,USD2022/kW
en_biomass_cofiring,ieapg_european_union,2050,575.0,575.0,575.0,20.0,0.37,0.6,USD2022/kW
en_biomass_cofiring,ieapg_india,2022,550.0,550.0,550.0,20.0,0.37,0.6,USD2022/kW
en_biomass_cofiring,ieapg_india,2030,550.0,550.0,550.0,20.0,0.37,0.6,USD2022/kW
en_biomass_cofiring,ieapg_india,2050,525.0,525.0,525.0,20.0,0.37,0.6,USD2022/kW
en_biomass_cofiring,ieapg_japan,2022,600.0,600.0,600.0,25.0,0.37,0.8,USD2022/kW
en_biomass_cofiring,ieapg_japan,2030,575.0,575.0,575.0,20.0,0.37,0.8,USD2022/kW
en_biomass_cofiring,ieapg_japan,2050,575.0,575.0,575.0,20.0,0.37,0.8,USD2022/kW
en_biomass_cofiring,ieapg_middle_east,2022,575.0,575.0,575.0,20.0,0.37,0.6,USD2022/kW
en_biomass_cofiring,ieapg_middle_east,2030,550.0,550.0,550.0,20.0,0.37,0.6,USD2022/kW
en_biomass_cofiring,ieapg_middle_east,2050,525.0,525.0,525.0,20.0,0.37,0.6,USD2022/kW
en_biomass_cofiring,ieapg_russia,2022,575.0,575.0,575.0,20.0,0.37,0.6,USD2022/kW
en_biomass_cofiring,ieapg_russia,2030,550.0,550.0,550.0,20.0,0.37,0.6,USD2022/kW
en_biomass_cofiring,ieapg_russia,2050,525.0,525.0,525.0,20.0,0.37,0.6,USD2022/kW
en_biomass_cofiring,ieapg_united_states,2022,625.0,625.0,625.0,25.0,0.37,0.7,USD2022/kW
en_biomass_cofiring,ieapg_united_states,2030,625.0,625.0,625.0,25.0,0.37,0.7,USD2022/kW
en_biomass_cofiring,ieapg_united_states,2050,600.0,600.0,600.0,25.0,0.37,0.7,USD2022/kW
en_coal_ccs,ieapg_africa,2022,4500.0,4500.0,4500.0,175.0,0.32,,USD2022/kW
en_coal_ccs,ieapg_africa,2030,4401.0,4500.0,4599.0,175.0,0.33,,USD2022/kW
en_coal_ccs,ieapg_africa,2050,3482.8,3650.0,3817.2,140.0,0.33,,USD2022/kW
en_coal_ccs,ieapg_brazil,2022,4300.0,4300.0,4300.0,170.0,,,USD2022/kW
en_coal_ccs,ieapg_brazil,2030,4205.4,4300.0,4394.6,170.0,,,USD2022/kW
en_coal_ccs,ieapg_brazil,2050,3387.4,3550.0,3712.6,140.0,,,USD2022/kW
en_coal_ccs,ieapg_china,2022,3400.0,3400.0,3400.0,135.0,0.35,,USD2022/kW
en_coal_ccs,ieapg_china,2030,3325.2,3400.0,3474.8,135.0,0.36,,USD2022/kW
en_coal_ccs,ieapg_china,2050,2433.2,2550.0,2666.8,100.0,0.36,,USD2022/kW
en_coal_ccs,ieapg_european_union,2022,5500.0,5500.0,5500.0,165.0,0.36,,USD2022/kW
en_coal_ccs,ieapg_european_union,2030,5379.0,5500.0,5621.0,165.0,0.37,,USD2022/kW
en_coal_ccs,ieapg_european_union,2050,4293.9,4500.0,4706.1,135.0,0.37,,USD2022/kW
en_coal_ccs,ieapg_india,2022,3900.0,3900.0,3900.0,155.0,0.31,,USD2022/kW
en_coal_ccs,ieapg_india,2030,3814.2,3900.0,3985.8,155.0,0.32,,USD2022/kW
en_coal_ccs,ieapg_india,2050,3005.7,3150.0,3294.3,125.0,0.31,,USD2022/kW
en_coal_ccs,ieapg_japan,2022,5900.0,5900.0,5900.0,175.0,0.36,,USD2022/kW
en_coal_ccs,ieapg_japan,2030,5770.2,5900.0,6029.8,175.0,0.37,,USD2022/kW
en_coal_ccs,ieapg_japan,2050,4675.6,4900.0,5124.4,145.0,0.37,,USD2022/kW
en_coal_ccs,ieapg_middle_east,2022,4500.0,4500.0,4500.0,180.0,,,USD2022/kW
en_coal_ccs,ieapg_middle_east,2030,4401.0,4500.0,4599.0,180.0,,,USD2022/kW
en_coal_ccs,ieapg_middle_east,2050,3482.8,3650.0,3817.2,145.0,,,USD2022/kW
en_coal_ccs,ieapg_russia,2022,5100.0,5100.0,5100.0,180.0,0.36,,USD2022/kW
en_coal_ccs,ieapg_russia,2030,4987.8,5100.0,5212.2,180.0,0.37,,USD2022/kW
en_coal_ccs,ieapg_russia,2050,4007.6,4200.0,4392.4,145.0,0.37,,USD2022/kW
en_coal_ccs,ieapg_united_states,2022,5600.0,5600.0,5600.0,170.0,0.36,,USD2022/kW
en_coal_ccs,ieapg_united_states,2030,5476.8,5600.0,5723.2,170.0,0.37,,USD2022/kW
en_coal_ccs,ieapg_united_states,2050,4246.2,4450.0,4653.8,135.0,0.37,,USD2022/kW
en_coal_igcc,ieapg_africa,2022,2200.0,2200.0,2200.0,90.0,0.4,,USD2022/kW
en_coal_igcc,ieapg_africa,2030,2100.0,2100.0,2100.0,85.0,0.43,,USD2022/kW
en_coal_igcc,ieapg_africa,2050,2100.0,2100.0,2100.0,85.0,0.45,,USD2022/kW
en_coal_igcc,ieapg_brazil,2022,2000.0,2000.0,2000.0,90.0,0.44,,USD2022/kW
en_coal_igcc,ieapg_brazil,2030,1900.0,1900.0,1900.0,85.0,0.47,,USD2022/kW
en_coal_igcc,ieapg_brazil,2050,1900.0,1900.0,1900.0,85.0,0.49,,USD2022/kW
en_coal_igcc,ieapg_china,2022,1100.0,1100.0,1100.0,50.0,0.43,,USD2022/kW
en_coal_igcc,ieapg_china,2030,1000.0,1000.0,1000.0,45.0,0.46,,USD2022/kW
en_coal_igcc,ieapg_china,2050,900.0,900.0,900.0,40.0,0.49,,USD2022/kW
en_coal_igcc,ieapg_european_union,2022,2500.0,2500.0,2500.0,95.0,0.44,,USD2022/kW
en_coal_igcc,ieapg_european_union,2030,2350.0,2350.0,2350.0,85.0,0.47,,USD2022/kW
en_coal_igcc,ieapg_european_union,2050,2300.0,2300.0,2300.0,80.0,0.49,,USD2022/kW
en_coal_igcc,ieapg_india,2022,1600.0,1600.0,1600.0,70.0,0.41,,USD2022/kW
en_coal_igcc,ieapg_india,2030,1500.0,1500.0,1500.0,70.0,0.44,,USD2022/kW
en_coal_igcc,ieapg_india,2050,1500.0,1500.0,1500.0,70.0,0.47,,USD2022/kW
en_coal_igcc,ieapg_japan,2022,2900.0,2900.0,2900.0,100.0,0.44,,USD2022/kW
en_coal_igcc,ieapg_japan,2030,2750.0,2750.0,2750.0,95.0,0.47,,USD2022/kW
en_coal_igcc,ieapg_japan,2050,2700.0,2700.0,2700.0,95.0,0.49,,USD2022/kW
en_coal_igcc,ieapg_middle_east,2022,2000.0,2000.0,2000.0,90.0,0.42,,USD2022/kW
en_coal_igcc,ieapg_middle_east,2030,1900.0,1900.0,1900.0,85.0,0.45,,USD2022/kW
en_coal_igcc,ieapg_middle_east,2050,1900.0,1900.0,1900.0,85.0,0.47,,USD2022/kW
en_coal_igcc,ieapg_russia,2022,2500.0,2500.0,2500.0,90.0,0.44,,USD2022/kW
en_coal_igcc,ieapg_russia,2030,2350.0,2350.0,2350.0,85.0,0.47,,USD2022/kW
en_coal_igcc,ieapg_russia,2050,2300.0,2300.0,2300.0,80.0,0.49,,USD2022/kW
en_coal_igcc,ieapg_united_states,2022,2600.0,2600.0,2600.0,90.0,0.44,,USD2022/kW
en_coal_igcc,ieapg_united_states,2030,2450.0,2450.0,2450.0,85.0,0.47,,USD2022/kW
en_coal_igcc,ieapg_united_states,2050,2400.0,2400.0,2400.0,85.0,0.49,,USD2022/kW
en_coal_igcc_ccs,ieapg_africa,2022,4850.0,4850.0,4850.0,220.0,0.32,,USD2022/kW
en_coal_igcc_ccs,ieapg_africa,2030,4650.0,4650.0,4650.0,210.0,0.32,,USD2022/kW
en_coal_igcc_ccs,ieapg_africa,2050,4250.0,4250.0,4250.0,190.0,0.35,,USD2022/kW
en_coal_igcc_ccs,ieapg_brazil,2022,4550.0,4550.0,4550.0,205.0,,,USD2022/kW
en_coal_igcc_ccs,ieapg_brazil,2030,4350.0,4350.0,4350.0,195.0,,,USD2022/kW
en_coal_igcc_ccs,ieapg_brazil,2050,4000.0,4000.0,4000.0,180.0,,,USD2022/kW
en_coal_igcc_ccs,ieapg_china,2022,3650.0,3650.0,3650.0,165.0,0.34,,USD2022/kW
en_coal_igcc_ccs,ieapg_china,2030,3550.0,3550.0,3550.0,160.0,0.35,,USD2022/kW
en_coal_igcc_ccs,ieapg_china,2050,3000.0,3000.0,3000.0,135.0,0.38,,USD2022/kW
en_coal_igcc_ccs,ieapg_european_union,2022,5850.0,5850.0,5850.0,205.0,0.35,,USD2022/kW
en_coal_igcc_ccs,ieapg_european_union,2030,5700.0,5700.0,5700.0,200.0,0.36,,USD2022/kW
en_coal_igcc_ccs,ieapg_european_union,2050,5150.0,5150.0,5150.0,180.0,0.39,,USD2022/kW
en_coal_igcc_ccs,ieapg_india,2022,4150.0,4150.0,4150.0,200.0,0.32,,USD2022/kW
en_coal_igcc_ccs,ieapg_india,2030,3950.0,3950.0,3950.0,190.0,0.33,,USD2022/kW
en_coal_igcc_ccs,ieapg_india,2050,3550.0,3550.0,3550.0,170.0,0.36,,USD2022/kW
en_coal_igcc_ccs,ieapg_japan,2022,6250.0,6250.0,6250.0,220.0,0.35,,USD2022/kW
en_coal_igcc_ccs,ieapg_japan,2030,6100.0,6100.0,6100.0,215.0,0.36,,USD2022/kW
en_coal_igcc_ccs,ieapg_japan,2050,5550.0,5550.0,5550.0,195.0,0.39,,USD2022/kW
en_coal_igcc_ccs,ieapg_middle_east,2022,5100.0,5100.0,5100.0,230.0,,,USD2022/kW
en_coal_igcc_ccs,ieapg_middle_east,2030,4900.0,4900.0,4900.0,220.0,,,USD2022/kW
en_coal_igcc_ccs,ieapg_middle_east,2050,4450.0,4450.0,4450.0,200.0,,,USD2022/kW
en_coal_igcc_ccs,ieapg_russia,2022,5450.0,5450.0,5450.0,190.0,0.35,,USD2022/kW
en_coal_igcc_ccs,ieapg_russia,2030,5300.0,5300.0,5300.0,185.0,0.36,,USD2022/kW
en_coal_igcc_ccs,ieapg_russia,2050,4800.0,4800.0,4800.0,170.0,0.39,,USD2022/kW
en_coal_igcc_ccs,ieapg_united_states,2022,5950.0,5950.0,5950.0,210.0,0.35,,USD2022/kW
en_coal_igcc_ccs,ieapg_united_states,2030,5850.0,5850.0,5850.0,205.0,0.36,,USD2022/kW
en_coal_igcc_ccs,ieapg_united_states,2050,5150.0,5150.0,5150.0,180.0,0.39,,USD2022/kW
en_coal_oxyfuel_ccs,ieapg_africa,2022,4800.0,4800.0,4800.0,185.0,0.33,,USD2022/kW
en_coal_oxyfuel_ccs,ieapg_africa,2030,4800.0,4800.0,4800.0,185.0,0.33,,USD2022/kW
en_coal_oxyfuel_ccs,ieapg_africa,2050,4350.0,4350.0,4350.0,165.0,0.33,,USD2022/kW
en_coal_oxyfuel_ccs,ieapg_brazil,2022,4700.0,4700.0,4700.0,190.0,,,USD2022/kW
en_coal_oxyfuel_ccs,ieapg_brazil,2030,4700.0,4700.0,4700.0,190.0,,,USD2022/kW
en_coal_oxyfuel_ccs,ieapg_brazil,2050,4250.0,4250.0,4250.0,170.0,,,USD2022/kW
en_coal_oxyfuel_ccs,ieapg_china,2022,3500.0,3500.0,3500.0,140.0,0.35,,USD2022/kW
en_coal_oxyfuel_ccs,ieapg_china,2030,3500.0,3500.0,3500.0,140.0,0.36,,USD2022/kW
en_coal_oxyfuel_ccs,ieapg_china,2050,3050.0,3050.0,3050.0,120.0,0.36,,USD2022/kW
en_coal_oxyfuel_ccs,ieapg_european_union,2022,5700.0,5700.0,5700.0,170.0,0.36,,USD2022/kW
en_coal_oxyfuel_ccs,ieapg_european_union,2030,5700.0,5700.0,5700.0,170.0,0.37,,USD2022/kW
en_coal_oxyfuel_ccs,ieapg_european_union,2050,5150.0,5150.0,5150.0,155.0,0.37,,USD2022/kW
en_coal_oxyfuel_ccs,ieapg_india,2022,4100.0,4100.0,4100.0,165.0,0.31,,USD2022/kW
en_coal_oxyfuel_ccs,ieapg_india,2030,4100.0,4100.0,4100.0,165.0,0.32,,USD2022/kW
en_coal_oxyfuel_ccs,ieapg_india,2050,3700.0,3700.0,3700.0,150.0,0.32,,USD2022/kW
en_coal_oxyfuel_ccs,ieapg_japan,2022,6100.0,6100.0,6100.0,185.0,0.36,,USD2022/kW
en_coal_oxyfuel_ccs,ieapg_japan,2030,6100.0,6100.0,6100.0,185.0,0.37,,USD2022/kW
en_coal_oxyfuel_ccs,ieapg_japan,2050,5550.0,5550.0,5550.0,165.0,0.37,,USD2022/kW
en_coal_oxyfuel_ccs,ieapg_middle_east,2022,4300.0,4300.0,4300.0,170.0,,,USD2022/kW
en_coal_oxyfuel_ccs,ieapg_middle_east,2030,4300.0,4300.0,4300.0,170.0,,,USD2022/kW
en_coal_oxyfuel_ccs,ieapg_middle_east,2050,3900.0,3900.0,3900.0,155.0,,,USD2022/kW
en_coal_oxyfuel_ccs,ieapg_russia,2022,5300.0,5300.0,5300.0,160.0,0.36,,USD2022/kW
en_coal_oxyfuel_ccs,ieapg_russia,2030,5300.0,5300.0,5300.0,160.0,0.37,,USD2022/kW
en_coal_oxyfuel_ccs,ieapg_russia,2050,4850.0,4850.0,4850.0,145.0,0.37,,USD2022/kW
en_coal_oxyfuel_ccs,ieapg_united_states,2022,5800.0,5800.0,5800.0,175.0,0.36,,USD2022/kW
en_coal_oxyfuel_ccs,ieapg_united_states,2030,5800.0,5800.0,5800.0,175.0,0.37,,USD2022/kW
en_coal_oxyfuel_ccs,ieapg_united_states,2050,5200.0,5200.0,5200.0,155.0,0.37,,USD2022/kW
en_coal_subcritical,ieapg_africa,2022,1300.0,1300.0,1300.0,45.0,0.35,,USD2022/kW
en_coal_subcritical,ieapg_africa,2030,1300.0,1300.0,1300.0,45.0,0.35,,USD2022/kW
en_coal_subcritical,ieapg_africa,2050,1300.0,1300.0,1300.0,45.0,0.35,,USD2022/kW
en_coal_subcritical,ieapg_brazil,2022,1300.0,1300.0,1300.0,45.0,0.39,,USD2022/kW
en_coal_subcritical,ieapg_brazil,2030,1300.0,1300.0,1300.0,45.0,0.39,,USD2022/kW
en_coal_subcritical,ieapg_brazil,2050,1300.0,1300.0,1300.0,45.0,0.39,,USD2022/kW
en_coal_subcritical,ieapg_china,2022,600.0,600.0,600.0,20.0,0.37,,USD2022/kW
en_coal_subcritical,ieapg_china,2030,600.0,600.0,600.0,20.0,0.37,,USD2022/kW
en_coal_subcritical,ieapg_china,2050,600.0,600.0,600.0,20.0,0.37,,USD2022/kW
en_coal_subcritical,ieapg_european_union,2022,1700.0,1700.0,1700.0,45.0,0.39,,USD2022/kW
en_coal_subcritical,ieapg_european_union,2030,1700.0,1700.0,1700.0,45.0,0.39,,USD2022/kW
en_coal_subcritical,ieapg_european_union,2050,1700.0,1700.0,1700.0,45.0,0.39,,USD2022/kW
en_coal_subcritical,ieapg_india,2022,1000.0,1000.0,1000.0,35.0,0.36,,USD2022/kW
en_coal_subcritical,ieapg_india,2030,1000.0,1000.0,1000.0,35.0,0.36,,USD2022/kW
en_coal_subcritical,ieapg_india,2050,1000.0,1000.0,1000.0,35.0,0.37,,USD2022/kW
en_coal_subcritical,ieapg_japan,2022,2100.0,2100.0,2100.0,55.0,0.39,,USD2022/kW
en_coal_subcritical,ieapg_japan,2030,2100.0,2100.0,2100.0,55.0,0.39,,USD2022/kW
en_coal_subcritical,ieapg_japan,2050,2100.0,2100.0,2100.0,55.0,0.39,,USD2022/kW
en_coal_subcritical,ieapg_middle_east,2022,1300.0,1300.0,1300.0,45.0,0.37,,USD2022/kW
en_coal_subcritical,ieapg_middle_east,2030,1300.0,1300.0,1300.0,45.0,0.37,,USD2022/kW
en_coal_subcritical,ieapg_middle_east,2050,1300.0,1300.0,1300.0,45.0,0.37,,USD2022/kW
en_coal_subcritical,ieapg_russia,2022,1700.0,1700.0,1700.0,50.0,0.39,,USD2022/kW
en_coal_subcritical,ieapg_russia,2030,1700.0,1700.0,1700.0,50.0,0.39,,USD2022/kW
en_coal_subcritical,ieapg_russia,2050,1700.0,1700.0,1700.0,50.0,0.39,,USD2022/kW
en_coal_subcritical,ieapg_united_states,2022,1800.0,1800.0,1800.0,45.0,0.39,,USD2022/kW
en_coal_subcritical,ieapg_united_states,2030,1800.0,1800.0,1800.0,45.0,0.39,,USD2022/kW
en_coal_subcritical,ieapg_united_states,2050,1800.0,1800.0,1800.0,45.0,0.39,,USD2022/kW
en_coal_supercritical,ieapg_africa,2022,1600.0,1600.0,1600.0,55.0,0.39,,USD2022/kW
en_coal_supercritical,ieapg_africa,2030,1633.6,1600.0,1566.4,55.0,0.39,,USD2022/kW
en_coal_supercritical,ieapg_africa,2050,1640.2,1600.0,1559.8,55.0,0.39,,USD2022/kW
en_coal_supercritical,ieapg_brazil,2022,1600.0,1600.0,1600.0,65.0,0.43,,USD2022/kW
en_coal_supercritical,ieapg_brazil,2030,1633.6,1600.0,1566.4,65.0,0.43,,USD2022/kW
en_coal_supercritical,ieapg_brazil,2050,1640.2,1600.0,1559.8,65.0,0.43,,USD2022/kW
en_coal_supercritical,ieapg_china,2022,700.0,700.0,700.0,30.0,0.41,,USD2022/kW
en_coal_supercritical,ieapg_china,2030,714.7,700.0,685.3,30.0,0.41,,USD2022/kW
en_coal_supercritical,ieapg_china,2050,717.6,700.0,682.4,30.0,0.41,,USD2022/kW
en_coal_supercritical,ieapg_european_union,2022,2000.0,2000.0,2000.0,60.0,0.43,,USD2022/kW
en_coal_supercritical,ieapg_european_union,2030,2042.0,2000.0,1958.0,60.0,0.43,,USD2022/kW
en_coal_supercritical,ieapg_european_union,2050,2050.2,2000.0,1949.8,60.0,0.43,,USD2022/kW
en_coal_supercritical,ieapg_india,2022,1200.0,1200.0,1200.0,50.0,0.4,,USD2022/kW
en_coal_supercritical,ieapg_india,2030,1225.2,1200.0,1174.8,50.0,0.4,,USD2022/kW
en_coal_supercritical,ieapg_india,2050,1230.1,1200.0,1169.9,50.0,0.4,,USD2022/kW
en_coal_supercritical,ieapg_japan,2022,2400.0,2400.0,2400.0,70.0,0.43,,USD2022/kW
en_coal_supercritical,ieapg_japan,2030,2450.4,2400.0,2349.6,70.0,0.43,,USD2022/kW
en_coal_supercritical,ieapg_japan,2050,2460.2,2400.0,2339.8,70.0,0.43,,USD2022/kW
en_coal_supercritical,ieapg_middle_east,2022,1600.0,1600.0,1600.0,65.0,0.41,,USD2022/kW
en_coal_supercritical,ieapg_middle_east,2030,1633.6,1600.0,1566.4,65.0,0.41,,USD2022/kW
en_coal_supercritical,ieapg_middle_east,2050,1640.2,1600.0,1559.8,65.0,0.41,,USD2022/kW
en_coal_supercritical,ieapg_russia,2022,2000.0,2000.0,2000.0,70.0,0.43,,USD2022/kW
en_coal_supercritical,ieapg_russia,2030,2042.0,2000.0,1958.0,70.0,0.43,,USD2022/kW
en_coal_supercritical,ieapg_russia,2050,2050.2,2000.0,1949.8,70.0,0.43,,USD2022/kW
en_coal_supercritical,ieapg_united_states,2022,2100.0,2100.0,2100.0,65.0,0.43,,USD2022/kW
en_coal_supercritical,ieapg_united_states,2030,2144.1,2100.0,2055.9,65.0,0.43,,USD2022/kW
en_coal_supercritical,ieapg_united_states,2050,2152.7,2100.0,2047.3,65.0,0.43,,USD2022/kW
en_coal_ultrasupercritical,ieapg_africa,2022,1900.0,1900.0,1900.0,70.0,0.42,,USD2022/kW
en_coal_ultrasupercritical,ieapg_africa,2030,1900.0,1900.0,1900.0,70.0,0.43,,USD2022/kW
en_coal_ultrasupercritical,ieapg_africa,2050,1900.0,1900.0,1900.0,70.0,0.44,,USD2022/kW
en_coal_ultrasupercritical,ieapg_brazil,2022,1800.0,1800.0,1800.0,70.0,0.45,,USD2022/kW
en_coal_ultrasupercritical,ieapg_brazil,2030,1800.0,1800.0,1800.0,70.0,0.47,,USD2022/kW
en_coal_ultrasupercritical,ieapg_brazil,2050,1800.0,1800.0,1800.0,70.0,0.47,,USD2022/kW
